"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"ELEVENTH AVENUE","100","W","CAMERON ROAD","201036408","04/06/2010","Fri","1530","VAN1 NBD on ELEVENTH AVENUE hit Parked Vehicle while manoeuvring","VAN1 didnt see/look behind when changing lanes, position or direction  ENV: entering or leaving land use","Dry","Bright Sun","Fine","Driveway","Nil","0","0","0","1878455","5823004",
"ELEVENTH AVENUE","","I","CAMERON ROAD","201034192","28/04/2010","Wed","1410","CAR1 EBD on ELEVENTH AVENUE changing lanes to left hit CAR2 ","CAR1 didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","X Type Junction","Traffic Signal","0","0","0","1878540","5822953",
"ELEVENTH AVENUE","","I","CAMERON ROAD","2941889","14/06/2009","Sun","1420","CAR1 WBD on ELEVENTH AVENUE hit rear end of CAR2 stop/slow for signals","CAR1 following too closely, failed to notice car slowing","Dry","Overcast","Fine","X Type Junction","Traffic Signal","0","0","0","1878541","5822953",
"ELEVENTH AVENUE","","I","CAMERON ROAD","2905621","13/10/2009","Tue","2110","SUV2 turning right hit by oncoming CAR1 EBD on ELEVENTH AVENUE ","SUV2 movement contrary to no entry sign, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Dark","Fine","X Type Junction","Traffic Signal","0","0","1","1878541","5822953",
"ELEVENTH AVENUE","10","E","CHRISTOPHER ST","201239819","24/10/2012","Wed","1110","VAN1 WBD on ELEVENTH AVENUE changing lanes/overtaking to right hit CAR2 ","VAN1 incorrect merging/diverging manoeuvre  CAR2 incorrect merging/diverging manoeuvre","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","0","1878452","5823006",
"ELEVENTH AVENUE","40","W","CHRISTOPHER ST","2837998","02/08/2008","Sat","1720","CAR1 WBD on ELEVENTH AVENUE hit CAR2 U-turning from same direction of travel","CAR2 didnt see/look behind when changing lanes, position or direction, blind spot","Wet","Twilight","Light Rain","Unknown","N/A","0","0","0","1878409","5823031",
"ELEVENTH AVENUE","","I","CHRISTOPHER ST","2941197","01/07/2009","Wed","1225","CAR1 WBD on ELEVENTH AVENUE hit CAR2 crossing at right angle from right","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","X Type Junction","Stop Sign","0","0","0","1878444","5823011",
"ELEVENTH AVENUE","","I","CHRISTOPHER ST","201134763","14/04/2011","Thu","1620","CAR2 turning right hit by oncoming CAR1 NBD on CHRISTOPHER ST ","CAR1 failed to give way at stop sign","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","0","1878443","5823011",
"ELEVENTH AVENUE","15","E","DEVONPORT ROAD","201001078","21/01/2010","Thu","1610","SUV1 WBD on ELEVENTH AVENUE hit rear end of CAR2 stop/slow for queue","SUV1 following too closely, failed to notice car slowing, attention diverted by passengers","Dry","Overcast","Fine","Roundabout","Give Way Sign","0","0","1","1878811","5822796",
"ELEVENTH AVENUE","30","E","DEVONPORT ROAD","2944360","17/12/2009","Thu","1612","CAR1 WBD on ELEVENTH AVENUE hit rear end of CAR2 stopped/moving slowly","CAR1 failed to notice car slowing, attention diverted","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1878824","5822788",
"ELEVENTH AVENUE","100","E","DEVONPORT ROAD","201037205","26/06/2010","Sat","1010","SUV1 WBD on ELEVENTH AVENUE hit rear end of CAR2 stop/slow for queue","SUV1 failed to notice car slowing, attention diverted","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1878884","5822752",
"ELEVENTH AVENUE","170","E","DEVONPORT ROAD","201103763","23/08/2011","Tue","1640","CAR2 turning right hit by oncoming MOTOR CYCLE1 EBD on ELEVENTH AVENUE ","CAR2 failed to give way when turning to non-turning traffic, misjudged speed etc of vehicle coming from another dirn with right of way  ENV: entering or leaving other non-commercial","Dry","Bright Sun","Fine","Driveway","N/A","0","0","1","1878945","5822716",
"ELEVENTH AVENUE","170","E","DEVONPORT ROAD","2939791","06/09/2009","Sun","1720","CAR1 EBD on ELEVENTH AVENUE hit obstruction, CAR1 hit Parked Vehicle","VAN2 alcohol test below limit, parked or stopped not as close a practicable to side of road","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1878944","5822717",
"ELEVENTH AVENUE","30","W","DEVONPORT ROAD","201105711","05/12/2011","Mon","1715","CAR1 WBD on ELEVENTH AVENUE hit rear end of CAR2 stop/slow for queue","CAR1 failed to notice car slowing","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","1","1878762","5822824",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","201031987","22/02/2010","Mon","2125","CAR1 EBD on ELEVENTH AVENUE hit CAR2 crossing at right angle from right","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Dark","Fine","Roundabout","Give Way Sign","0","0","0","1878788","5822810",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","2943177","16/11/2009","Mon","2100","CAR1 EBD on ELEVENTH AVENUE hit CAR2 crossing at right angle from right","CAR1 failed to give way at give way sign","Dry","Dark","Fine","Roundabout","Give Way Sign","0","0","0","1878788","5822810",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","2934707","01/06/2009","Mon","0320","SUV1 EBD on ELEVENTH AVENUE lost control turning right on right hand bend ","SUV1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Roundabout","Give Way Sign","0","0","0","1878791","5822812",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","201233036","13/06/2012","Wed","1840","CAR1 WBD on ELEVENTH AVENUE hit CAR2 crossing at right angle from right","CAR1 failed to give way at give way sign, new driver showed inexperience","Dry","Dark","Fine","Roundabout","Give Way Sign","0","0","0","1878798","5822803",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","201134765","06/04/2011","Wed","0830","CAR1 WBD on ELEVENTH AVENUE hit CAR2 crossing at right angle from right","CAR1 failed to give way at give way sign","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1878798","5822803",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","2943997","18/11/2009","Wed","0955","VAN1 WBD on ELEVENTH AVENUE lost control turning right, VAN1 hit Other on right hand bend ","VAN1 too fast entering corner, lost control when turning, lost control under heavy acceleration","Wet","Overcast","Fine","Roundabout","Give Way Sign","0","0","0","1878795","5822801",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","2933045","06/03/2009","Fri","1505","CAR1 EBD on ELEVENTH AVENUE hit TAXI2 crossing at right angle from right","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Light Rain","Roundabout","Give Way Sign","0","0","0","1878788","5822810",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","2839806","10/08/2008","Sun","1251","CAR1 WBD on ELEVENTH AVENUE hit rear of CYCLIST2 turning right from left side","CYCLIST2 turned right from incorrect lane","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1878788","5822810",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","2834262","09/04/2008","Wed","1710","CAR1 EBD on ELEVENTH AVENUE hit rear end of CAR2 stop/slow for cross traffic","CAR1 failed to notice car slowing","Dry","Overcast","Fine","Roundabout","Give Way Sign","0","0","0","1878784","5822812",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","2833589","22/02/2008","Fri","2320","CAR1 EBD on ELEVENTH AVENUE lost control turning right, CAR1 hit House Or Bldg on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning  ENV: road slippery (rain)","Wet","Dark","Light Rain","Roundabout","Give Way Sign","0","0","0","1878791","5822812",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","2832013","23/02/2008","Sat","1320","VAN1 WBD on ELEVENTH AVENUE hit rear end of CAR2 stop/slow for cross traffic","VAN1 failed to notice car slowing","Dry","Overcast","Fine","Roundabout","Give Way Sign","0","0","0","1878802","5822801",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","201043435","16/12/2010","Thu","0930","CAR1 WBD on ELEVENTH AVENUE hit CAR2 crossing at right angle from right","CAR1 failed to give way at give way sign, didnt see/look when visibility obstructed by other vehicles","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1878798","5822803",
"ELEVENTH AVENUE","","I","DEVONPORT ROAD","201043314","13/12/2010","Mon","1715","CAR1 EBD on ELEVENTH AVENUE hit CYCLIST2 crossing at right angle from right","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","Roundabout","Give Way Sign","0","0","0","1878788","5822809",
"ELEVENTH AVENUE","15","E","EDGECUMBE ROAD","2837908","30/05/2008","Fri","2014","TRUCK1 EBD on ELEVENTH AVENUE lost control; went off road to right","TRUCK1 too fast on straight, lost control","Dry","Dark","Fine","Unknown","N/A","0","0","0","1878348","5823066",
"ELEVENTH AVENUE","15","W","EDGECUMBE ROAD","201001030","11/01/2010","Mon","1301","MOPED1 EBD on ELEVENTH AVENUE lost control; went off road to left, MOPED1 hit Kerb","MOPED1 suddenly swerved to avoid vehicle, failed to notice car slowing","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1878322","5823082",
"ELEVENTH AVENUE","","I","EDGECUMBE ROAD","201240894","28/11/2012","Wed","1245","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","0","1878335","5823074",
"ELEVENTH AVENUE","","I","EDGECUMBE ROAD","201130712","07/02/2011","Mon","1726","SUV1 WBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","0","1878335","5823074",
"ELEVENTH AVENUE","","I","EDGECUMBE ROAD","201134979","27/05/2011","Fri","1102","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","X Type Junction","Stop Sign","0","0","0","1878335","5823074",
"ELEVENTH AVENUE","","I","EDGECUMBE ROAD","201139577","13/12/2011","Tue","1430","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR2 failed to give way at stop sign  ENV: road slippery (rain)","Wet","Overcast","Light Rain","X Type Junction","Stop Sign","0","0","0","1878335","5823074",
"ELEVENTH AVENUE","","I","EDGECUMBE ROAD","201003411","04/06/2010","Fri","1442","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","1","1878335","5823074",
"ELEVENTH AVENUE","80","E","ELEVENTH OFF SBD","2933404","05/04/2009","Sun","1610","CAR1 WBD on ELEVENTH AVENUE lost control turning left, CAR1 hit Cliff Bank, Kerb","CAR1 too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1878218","5823144",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","2841771","04/10/2008","Sat","1410","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR2 did not stop at steady red light, failed to notice traffic lights","Dry","Overcast","Fine","T Type Junction","Traffic Signal","0","0","0","1878140","5823137",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","201133379","10/01/2011","Mon","1430","CAR1 EBD on ELEVENTH AVENUE hit rear end of CAR2 stop/slow for signals","CAR1 following too closely, failed to notice car slowing  CAR2 suddenly braked","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","0","0","1878140","5823136",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","201201220","05/03/2012","Mon","1600","MOPED1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","MOPED1 did not stop at steady red light, failed to notice traffic lights","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","0","1","1878140","5823136",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","201240343","16/11/2012","Fri","1456","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR2 did not stop at steady red light","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","0","0","1878140","5823136",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","2835693","17/05/2008","Sat","2335","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR1 did not stop at steady red light, failed to notice traffic lights","Dry","Dark","Fine","T Type Junction","Traffic Signal","0","0","0","1878140","5823137",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","2837914","26/06/2008","Thu","1220","VAN1 EBD on ELEVENTH AVENUE hit SUV2 turning right onto ELEVENTH AVENUE from the left","VAN1 did not stop at steady red light","Wet","Overcast","Unknown","T Type Junction","Traffic Signal","0","0","0","1878140","5823137",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","2902034","28/02/2009","Sat","1715","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR1 did not stop at steady red light, failed to notice traffic lights  ENV: heavy rain","Wet","Overcast","Heavy Rain","T Type Junction","Traffic Signal","0","1","2","1878140","5823136",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","2902742","04/05/2009","Mon","1540","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR1 did not stop at steady red light","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","0","1","1878140","5823136",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","2931411","14/02/2009","Sat","1444","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR1 did not stop at steady red light, failed to notice traffic lights, attention diverted by passengers","Dry","Overcast","Fine","T Type Junction","Traffic Signal","0","0","0","1878140","5823137",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","2933182","23/03/2009","Mon","1640","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR1 did not stop at steady red arrow, failed to notice traffic lights","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","0","0","1878140","5823137",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","2934590","25/04/2009","Sat","1050","CAR1 EBD on ELEVENTH AVENUE hit CAR2 merging from the left","CAR2 did not stop at steady red light  ENV: heavy rain","Wet","Overcast","Heavy Rain","T Type Junction","Traffic Signal","0","0","0","1878140","5823137",
"ELEVENTH AVENUE","60","E","FRASER ST","201204479","17/10/2012","Wed","1530","MOTOR CYCLE1 WBD on ELEVENTH AVENUE lost control turning left","MOTOR CYCLE1 too fast entering corner, lost control when turning, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1879104","5822632",
"ELEVENTH AVENUE","","I","FRASER ST","201031975","26/02/2010","Fri","1233","CAR1 EBD on ELEVENTH AVENUE lost control on curve and hit CAR2 head on","CAR1 illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","0","0","1879051","5822655",
"ELEVENTH AVENUE","","I","FRASER ST","2845283","06/12/2008","Sat","0220","CAR1 EBD on ELEVENTH AVENUE lost control turning right, CAR1 hit Cliff Bank, Roadworks on right hand bend ","CAR1 alcohol test above limit or test refused, attempted suicide","Dry","Dark","Fine","X Type Junction","Give Way Sign","0","0","0","1879051","5822655",
"ELEVENTH AVENUE","","I","FRASER ST","201031296","20/01/2010","Wed","0800","CAR1 EBD on ELEVENTH AVENUE lost control turning right, CAR1 hit Guard Rail on right hand bend ","CAR1 too fast entering corner, lost control when turning  ENV: road slippery (rain)","Wet","Overcast","Light Rain","X Type Junction","Give Way Sign","0","0","0","1879051","5822655",
"ELEVENTH AVENUE","30","E","ST JOHN ST","2834471","15/04/2008","Tue","1050","VAN2 turning right hit by oncoming CAR1 EBD on ELEVENTH AVENUE ","VAN2 failed to give way when waved through by other driver, didnt see/look when visibility obstructed by other vehicles  ENV: entering or leaving service station","Wet","Overcast","Light Rain","Driveway","N/A","0","0","0","1878470","5822996",
"ELEVENTH AVENUE","","I","ST JOHN ST","2942535","05/10/2009","Mon","1302","CAR1 WBD on ELEVENTH AVENUE hit SUV2 crossing at right angle from right","SUV2 failed to give way at stop sign, misjudged speed etc of vehicle coming from another dirn with right of way","Wet","Overcast","Light Rain","X Type Junction","Stop Sign","0","0","0","1878444","5823011",
"ELEVENTH AVENUE","","I","ST JOHN ST","201203415","18/07/2012","Wed","0817","CAR2 turning right hit by oncoming MOPED1 EBD on ELEVENTH AVENUE ","MOPED1 motor vehicle in cycle lane  CAR2 failed to give way when turning to non-turning traffic, didnt see/look when visibility obstructed by other vehicles","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","1","1878443","5823011",
"ELEVENTH AVENUE","","I","ST JOHN ST","201139198","27/10/2011","Thu","1700","CAR2 turning right hit by oncoming CAR1 EBD on ELEVENTH AVENUE ","CAR2 failed to give way when waved through by other driver, didnt see/look when visibility obstructed by other vehicles","Dry","Twilight","Fine","X Type Junction","Stop Sign","0","0","0","1878443","5823011",
"ELEVENTH AVENUE","","I","ST JOHN ST","2832022","18/01/2008","Fri","1315","CAR1 SBD on ST JOHN ST turning right hit CAR2 turning right into ST JOHN ST ","CAR1 failed to give way at stop sign","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","0","1878444","5823011",
"ELEVENTH AVENUE","","I","ST JOHN ST","201134204","11/05/2011","Wed","0751","SUV2 turning right hit by oncoming CAR1 EBD on ELEVENTH AVENUE ","SUV2 failed to give way when turning to non-turning traffic, misjudged speed etc of vehicle coming from another dirn with right of way","Wet","Overcast","Light Rain","X Type Junction","Stop Sign","0","0","0","1878443","5823011",
"ELEVENTH AVENUE","","I","ST JOHN ST","2835510","10/04/2008","Thu","1820","SUV1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR2 failed to give way at stop sign, didnt see/look when visibility obstructed by other vehicles","Dry","Twilight","Fine","X Type Junction","Stop Sign","0","0","0","1878444","5823011",
"ELEVENTH AVENUE","","I","ST JOHN ST","201043036","19/11/2010","Fri","1655","CAR1 EBD on ELEVENTH AVENUE hit VAN2 turning right onto ELEVENTH AVENUE from the left","VAN2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","0","1878443","5823011",
"ELEVENTH AVENUE","","I","ST JOHN ST","201137331","26/09/2011","Mon","1519","VAN2 turning right hit by oncoming CAR1 EBD on ELEVENTH AVENUE ","CAR1 overtaking on left","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","0","1878443","5823011",
"ELEVENTH AVENUE","","I","TUTCHEN ST","2934584","28/04/2009","Tue","1638","CAR1 WBD on ELEVENTH AVENUE hit SUV2 turning right onto ELEVENTH AVENUE from the left","SUV2 failed to give way to traffic approaching/crossing from the right, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Nil","0","0","0","1878700","5822860",
"ELEVENTH AVENUE BRIDGE","","I","SLIP ROAD","201130471","21/01/2011","Fri","0755","CAR1 EBD on ELEVENTH AVENUE BRIDGE lost control turning left, CAR1 hit Traffic Sign","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Y Type Junction","Nil","0","0","0","1877979","5823061",
"ELEVENTH OFF NBD","","I","WAIHI ROAD","2833197","13/02/2008","Wed","0725","MOTOR CYCLE2 turning right hit by oncoming CAR1 WBD on ELEVENTH OFF NBD ","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","0","1877951","5823013",
"ELEVENTH OFF SBD","","I","ELEVENTH AVENUE","201101595","20/03/2011","Sun","1251","CAR1 EBD on ELEVENTH OFF SBD hit CAR2 turning right onto ELEVENTH OFF SBD from the left","CAR1 did not stop at steady red light, attention diverted by passengers","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","0","3","1878140","5823136",
"ELEVENTH OFF SBD","","I","ELEVENTH AVENUE","201137244","14/09/2011","Wed","1049","CAR1 SBD on ELEVENTH OFF SBD hit rear end of SUV2 stop/slow for signals","CAR1 failed to notice car slowing, attention diverted by other traffic","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","0","0","1878140","5823136",
"ELEVENTH OFF SBD","","I","ELEVENTH AVENUE","201232649","02/06/2012","Sat","2305","CAR1 SBD on ELEVENTH OFF SBD hit CAR2 manoeuvring","CAR1 alcohol test above limit or test refused, evading enforcement","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","0","1878140","5823136",
