"meshblockID" "urbanRuralGrade" "code" "urbanRural"
245700 "Main urban area" "A" "urban"
403800 "Main urban area" "A" "urban"
240604 "Main urban area" "A" "urban"
644600 "Main urban area" "A" "urban"
2764900 "Independent Urban Area" "B" "urban"
582700 "Main urban area" "A" "urban"
2806200 "Rural area with low urban influence" "F" "rural"
2806300 "Highly rural/remote area" "G" "rural"
2807102 "Rural area with high urban influence" "D" "rural"
2806101 "Rural area with low urban influence" "F" "rural"
2806400 "Rural area with low urban influence" "F" "rural"
2164901 "Main urban area" "A" "urban"
2764400 "Independent Urban Area" "B" "urban"
2177900 "Main urban area" "A" "urban"
2764700 "Independent Urban Area" "B" "urban"
2181600 "Main urban area" "A" "urban"
2167000 "Main urban area" "A" "urban"
2164800 "Main urban area" "A" "urban"
2205600 "Main urban area" "A" "urban"
2205700 "Main urban area" "A" "urban"
2168000 "Main urban area" "A" "urban"
24500 "Rural area with moderate urban influence" "E" "rural"
125900 "Rural area with low urban influence" "F" "rural"
2806102 "Highly rural/remote area" "G" "rural"
170000 "Main urban area" "A" "urban"
2805702 "Highly rural/remote area" "G" "rural"
2873400 "Main urban area" "A" "urban"
181703 "Main urban area" "A" "urban"
2871100 "Main urban area" "A" "urban"
334100 "Main urban area" "A" "urban"
2871000 "Main urban area" "A" "urban"
398000 "Main urban area" "A" "urban"
2874400 "Main urban area" "A" "urban"
462806 "Main urban area" "A" "urban"
2165100 "Main urban area" "A" "urban"
2890800 "Main urban area" "A" "urban"
609500 "Main urban area" "A" "urban"
2199400 "Main urban area" "A" "urban"
2975100 "Rural area with high urban influence" "D" "rural"
2446301 "Satellite Urban Area" "C" "urban"
283602 "Main urban area" "A" "urban"
2874300 "Main urban area" "A" "urban"
2446602 "Satellite Urban Area" "C" "urban"
2872300 "Main urban area" "A" "urban"
2446906 "Satellite Urban Area" "C" "urban"
2446204 "Satellite Urban Area" "C" "urban"
2449002 "Rural area with high urban influence" "D" "rural"
2446207 "Satellite Urban Area" "C" "urban"
2446802 "Satellite Urban Area" "C" "urban"
2450803 "Rural area with moderate urban influence" "E" "rural"
2909109 "Area outside urban/rural profile" "Z" NA
2874500 "Main urban area" "A" "urban"
2270700 "Rural area with low urban influence" "F" "rural"
23200 "Rural area with low urban influence" "F" "rural"
1913400 "Main urban area" "A" "urban"
122800 "Highly rural/remote area" "G" "rural"
2070000 "Main urban area" "A" "urban"
2446004 "Satellite Urban Area" "C" "urban"
166903 "Main urban area" "A" "urban"
2446005 "Satellite Urban Area" "C" "urban"
218500 "Rural area with moderate urban influence" "E" "rural"
224403 "Main urban area" "A" "urban"
2070901 "Main urban area" "A" "urban"
1630400 "Highly rural/remote area" "G" "rural"
510200 "Main urban area" "A" "urban"
2378400 "Independent Urban Area" "B" "urban"
1676401 "Independent Urban Area" "B" "urban"
458700 "Main urban area" "A" "urban"
2070800 "Main urban area" "A" "urban"
1634200 "Independent Urban Area" "B" "urban"
651800 "Main urban area" "A" "urban"
1637100 "Rural area with moderate urban influence" "E" "rural"
621000 "Main urban area" "A" "urban"
1676600 "Independent Urban Area" "B" "urban"
1634300 "Independent Urban Area" "B" "urban"
1637200 "Rural area with low urban influence" "F" "rural"
1676300 "Independent Urban Area" "B" "urban"
1911700 "Main urban area" "A" "urban"
2085400 "Main urban area" "A" "urban"
2031800 "Main urban area" "A" "urban"
1978800 "Main urban area" "A" "urban"
2034100 "Main urban area" "A" "urban"
1676402 "Independent Urban Area" "B" "urban"
2029000 "Main urban area" "A" "urban"
1639400 "Rural area with low urban influence" "F" "rural"
2086408 "Main urban area" "A" "urban"
1773500 "Rural area with moderate urban influence" "E" "rural"
2076800 "Main urban area" "A" "urban"
1682400 "Main urban area" "A" "urban"
2350701 "Rural area with moderate urban influence" "E" "rural"
1709400 "Main urban area" "A" "urban"
1709300 "Main urban area" "A" "urban"
1682500 "Main urban area" "A" "urban"
1710100 "Main urban area" "A" "urban"
1709900 "Main urban area" "A" "urban"
1682204 "Main urban area" "A" "urban"
2028100 "Main urban area" "A" "urban"
74209 "Rural area with high urban influence" "D" "rural"
173314 "Main urban area" "A" "urban"
1709200 "Main urban area" "A" "urban"
312400 "Main urban area" "A" "urban"
1707500 "Main urban area" "A" "urban"
357800 "Main urban area" "A" "urban"
505200 "Main urban area" "A" "urban"
545900 "Main urban area" "A" "urban"
540900 "Main urban area" "A" "urban"
681320 "Main urban area" "A" "urban"
293001 "Main urban area" "A" "urban"
75001 "Rural area with moderate urban influence" "E" "rural"
175120 "Main urban area" "A" "urban"
181102 "Main urban area" "A" "urban"
338400 "Main urban area" "A" "urban"
514500 "Main urban area" "A" "urban"
487100 "Main urban area" "A" "urban"
387402 "Main urban area" "A" "urban"
286000 "Main urban area" "A" "urban"
3e+05 "Main urban area" "A" "urban"
3191200 "Satellite Urban Area" "C" "urban"
3092402 "Rural area with high urban influence" "D" "rural"
2998500 "Rural area with low urban influence" "F" "rural"
3190500 "Satellite Urban Area" "C" "urban"
74203 "Rural area with high urban influence" "D" "rural"
3081800 "Rural area with high urban influence" "D" "rural"
175114 "Main urban area" "A" "urban"
3190400 "Satellite Urban Area" "C" "urban"
216001 "Main urban area" "A" "urban"
2998000 "Rural area with low urban influence" "F" "rural"
317500 "Main urban area" "A" "urban"
3081900 "Rural area with high urban influence" "D" "rural"
431200 "Main urban area" "A" "urban"
257300 "Main urban area" "A" "urban"
651200 "Main urban area" "A" "urban"
376600 "Main urban area" "A" "urban"
571500 "Main urban area" "A" "urban"
3081700 "Main urban area" "A" "urban"
3091202 "Rural area with high urban influence" "D" "rural"
1192102 "Rural area with moderate urban influence" "E" "rural"
900902 "Main urban area" "A" "urban"
867800 "Main urban area" "A" "urban"
900901 "Main urban area" "A" "urban"
864300 "Main urban area" "A" "urban"
866600 "Main urban area" "A" "urban"
906302 "Main urban area" "A" "urban"
869800 "Main urban area" "A" "urban"
869700 "Main urban area" "A" "urban"
954300 "Main urban area" "A" "urban"
1252400 "Rural area with high urban influence" "D" "rural"
1340000 "Independent Urban Area" "B" "urban"
1339700 "Independent Urban Area" "B" "urban"
1339800 "Independent Urban Area" "B" "urban"
1130900 "Independent Urban Area" "B" "urban"
1340900 "Independent Urban Area" "B" "urban"
760119 "Main urban area" "A" "urban"
1131400 "Independent Urban Area" "B" "urban"
760123 "Main urban area" "A" "urban"
1132200 "Independent Urban Area" "B" "urban"
780409 "Main urban area" "A" "urban"
780404 "Main urban area" "A" "urban"
763000 "Rural area with high urban influence" "D" "rural"
760124 "Main urban area" "A" "urban"
780411 "Main urban area" "A" "urban"
780410 "Main urban area" "A" "urban"
1340100 "Independent Urban Area" "B" "urban"
994600 "Rural area with low urban influence" "F" "rural"
760904 "Main urban area" "A" "urban"
2611100 "Main urban area" "A" "urban"
2677500 "Main urban area" "A" "urban"
2656900 "Main urban area" "A" "urban"
2656800 "Main urban area" "A" "urban"
2657000 "Main urban area" "A" "urban"
2472400 "Main urban area" "A" "urban"
2538500 "Main urban area" "A" "urban"
2557100 "Main urban area" "A" "urban"
62106 "Rural area with high urban influence" "D" "rural"
2677400 "Main urban area" "A" "urban"
128701 "Highly rural/remote area" "G" "rural"
2541400 "Main urban area" "A" "urban"
2812901 "Highly rural/remote area" "G" "rural"
179101 "Main urban area" "A" "urban"
2743200 "Highly rural/remote area" "G" "rural"
215202 "Main urban area" "A" "urban"
2761700 "Rural area with low urban influence" "F" "rural"
247200 "Main urban area" "A" "urban"
2761300 "Rural area with low urban influence" "F" "rural"
456600 "Main urban area" "A" "urban"
2807000 "Highly rural/remote area" "G" "rural"
236817 "Main urban area" "A" "urban"
2761000 "Rural area with low urban influence" "F" "rural"
2181500 "Main urban area" "A" "urban"
448400 "Main urban area" "A" "urban"
2743000 "Rural area with low urban influence" "F" "rural"
2163900 "Main urban area" "A" "urban"
278514 "Main urban area" "A" "urban"
2743100 "Rural area with low urban influence" "F" "rural"
2148900 "Main urban area" "A" "urban"
2202200 "Main urban area" "A" "urban"
2180602 "Main urban area" "A" "urban"
2359703 "Main urban area" "A" "urban"
2187203 "Main urban area" "A" "urban"
2163700 "Main urban area" "A" "urban"
2743300 "Rural area with low urban influence" "F" "rural"
2812903 "Highly rural/remote area" "G" "rural"
1801900 "Main urban area" "A" "urban"
2220000 "Rural area with moderate urban influence" "E" "rural"
64401 "Main urban area" "A" "urban"
1812700 "Main urban area" "A" "urban"
2181301 "Main urban area" "A" "urban"
133452 "Rural area with low urban influence" "F" "rural"
1802100 "Main urban area" "A" "urban"
2200000 "Main urban area" "A" "urban"
162501 "Main urban area" "A" "urban"
1796900 "Rural area with moderate urban influence" "E" "rural"
327100 "Main urban area" "A" "urban"
1819504 "Main urban area" "A" "urban"
331000 "Main urban area" "A" "urban"
1812902 "Main urban area" "A" "urban"
456900 "Main urban area" "A" "urban"
1800900 "Main urban area" "A" "urban"
549000 "Main urban area" "A" "urban"
649900 "Main urban area" "A" "urban"
278402 "Main urban area" "A" "urban"
1801300 "Main urban area" "A" "urban"
1800700 "Main urban area" "A" "urban"
2069900 "Main urban area" "A" "urban"
2069801 "Main urban area" "A" "urban"
2284505 "Rural area with high urban influence" "D" "rural"
2266600 "Independent Urban Area" "B" "urban"
1912103 "Main urban area" "A" "urban"
1620200 "Rural area with low urban influence" "F" "rural"
2378000 "Independent Urban Area" "B" "urban"
1619400 "Rural area with moderate urban influence" "E" "rural"
68500 "Rural area with moderate urban influence" "E" "rural"
1912004 "Main urban area" "A" "urban"
1611700 "Independent Urban Area" "B" "urban"
133437 "Rural area with moderate urban influence" "E" "rural"
1619102 "Rural area with low urban influence" "F" "rural"
163100 "Main urban area" "A" "urban"
1611600 "Independent Urban Area" "B" "urban"
340800 "Main urban area" "A" "urban"
1744501 "Highly rural/remote area" "G" "rural"
226104 "Main urban area" "A" "urban"
1611500 "Independent Urban Area" "B" "urban"
236100 "Main urban area" "A" "urban"
1619101 "Rural area with moderate urban influence" "E" "rural"
547002 "Main urban area" "A" "urban"
382900 "Main urban area" "A" "urban"
2267400 "Independent Urban Area" "B" "urban"
681332 "Main urban area" "A" "urban"
2043101 "Main urban area" "A" "urban"
1628300 "Highly rural/remote area" "G" "rural"
1628700 "Rural area with low urban influence" "F" "rural"
27100 "Rural area with low urban influence" "F" "rural"
126500 "Highly rural/remote area" "G" "rural"
166500 "Main urban area" "A" "urban"
186800 "Main urban area" "A" "urban"
225501 "Main urban area" "A" "urban"
507102 "Main urban area" "A" "urban"
259100 "Main urban area" "A" "urban"
559500 "Main urban area" "A" "urban"
710511 "Main urban area" "A" "urban"
79904 "Highly rural/remote area" "G" "rural"
174006 "Main urban area" "A" "urban"
184200 "Main urban area" "A" "urban"
229600 "Main urban area" "A" "urban"
232101 "Main urban area" "A" "urban"
484700 "Main urban area" "A" "urban"
625800 "Main urban area" "A" "urban"
264902 "Main urban area" "A" "urban"
591500 "Main urban area" "A" "urban"
3093400 "Highly rural/remote area" "G" "rural"
2997701 "Rural area with low urban influence" "F" "rural"
3079100 "Highly rural/remote area" "G" "rural"
3081100 "Main urban area" "A" "urban"
3090600 "Rural area with high urban influence" "D" "rural"
3090500 "Main urban area" "A" "urban"
3079200 "Rural area with moderate urban influence" "E" "rural"
3079604 "Rural area with moderate urban influence" "E" "rural"
174204 "Main urban area" "A" "urban"
181622 "Main urban area" "A" "urban"
359701 "Main urban area" "A" "urban"
432000 "Main urban area" "A" "urban"
3185800 "Rural area with low urban influence" "F" "rural"
391300 "Main urban area" "A" "urban"
3079300 "Rural area with moderate urban influence" "E" "rural"
541200 "Main urban area" "A" "urban"
593000 "Main urban area" "A" "urban"
634500 "Main urban area" "A" "urban"
78100 "Rural area with moderate urban influence" "E" "rural"
1275105 "Independent Urban Area" "B" "urban"
174501 "Main urban area" "A" "urban"
1279027 "Independent Urban Area" "B" "urban"
194900 "Main urban area" "A" "urban"
1042100 "Rural area with low urban influence" "F" "rural"
353100 "Main urban area" "A" "urban"
1279032 "Independent Urban Area" "B" "urban"
514600 "Main urban area" "A" "urban"
1275117 "Independent Urban Area" "B" "urban"
472400 "Main urban area" "A" "urban"
1275116 "Independent Urban Area" "B" "urban"
1071100 "Independent Urban Area" "B" "urban"
556700 "Main urban area" "A" "urban"
1279026 "Independent Urban Area" "B" "urban"
939700 "Rural area with low urban influence" "F" "rural"
629303 "Main urban area" "A" "urban"
1280703 "Rural area with moderate urban influence" "E" "rural"
1073800 "Independent Urban Area" "B" "urban"
590701 "Main urban area" "A" "urban"
1074000 "Independent Urban Area" "B" "urban"
1073902 "Independent Urban Area" "B" "urban"
1083002 "Independent Urban Area" "B" "urban"
1073600 "Independent Urban Area" "B" "urban"
1071000 "Independent Urban Area" "B" "urban"
1274800 "Independent Urban Area" "B" "urban"
1274700 "Independent Urban Area" "B" "urban"
938400 "Rural area with moderate urban influence" "E" "rural"
1074100 "Independent Urban Area" "B" "urban"
869300 "Main urban area" "A" "urban"
1192110 "Main urban area" "A" "urban"
875700 "Main urban area" "A" "urban"
874000 "Main urban area" "A" "urban"
900200 "Main urban area" "A" "urban"
869200 "Main urban area" "A" "urban"
871700 "Main urban area" "A" "urban"
869100 "Main urban area" "A" "urban"
872600 "Main urban area" "A" "urban"
978102 "Main urban area" "A" "urban"
3171100 "Highly rural/remote area" "G" "rural"
2858501 "Rural area with high urban influence" "D" "rural"
2863900 "Rural area with high urban influence" "D" "rural"
3043100 "Highly rural/remote area" "G" "rural"
2859203 "Rural area with high urban influence" "D" "rural"
2859204 "Rural area with high urban influence" "D" "rural"
3171000 "Highly rural/remote area" "G" "rural"
2441000 "Rural area with moderate urban influence" "E" "rural"
2859201 "Rural area with high urban influence" "D" "rural"
2441901 "Rural area with moderate urban influence" "E" "rural"
2441902 "Highly rural/remote area" "G" "rural"
2460501 "Highly rural/remote area" "G" "rural"
2419302 "Highly rural/remote area" "G" "rural"
2442002 "Rural area with moderate urban influence" "E" "rural"
2442001 "Rural area with low urban influence" "F" "rural"
3044700 "Highly rural/remote area" "G" "rural"
2863800 "Rural area with high urban influence" "D" "rural"
2442102 "Rural area with moderate urban influence" "E" "rural"
2611700 "Main urban area" "A" "urban"
2442103 "Rural area with low urban influence" "F" "rural"
2542201 "Main urban area" "A" "urban"
2611800 "Main urban area" "A" "urban"
2534800 "Main urban area" "A" "urban"
2567600 "Main urban area" "A" "urban"
2612900 "Main urban area" "A" "urban"
2613300 "Main urban area" "A" "urban"
2613200 "Main urban area" "A" "urban"
2032400 "Main urban area" "A" "urban"
2081500 "Main urban area" "A" "urban"
2534900 "Main urban area" "A" "urban"
2074100 "Main urban area" "A" "urban"
2611600 "Main urban area" "A" "urban"
1971800 "Main urban area" "A" "urban"
2316100 "Main urban area" "A" "urban"
