mb06,Urban/Rural Profile Classification Category,Main urban areas
0360600,Main urban area,Northern Auckland Zone
0360700,Main urban area,Northern Auckland Zone
0360800,Main urban area,Northern Auckland Zone
0360900,Main urban area,Northern Auckland Zone
0361000,Main urban area,Northern Auckland Zone
0361100,Main urban area,Northern Auckland Zone
0361200,Main urban area,Northern Auckland Zone
0361300,Main urban area,Northern Auckland Zone
0361400,Main urban area,Northern Auckland Zone
0361500,Main urban area,Northern Auckland Zone
0361600,Main urban area,Northern Auckland Zone
0361700,Main urban area,Northern Auckland Zone
0361800,Main urban area,Northern Auckland Zone
0361900,Main urban area,Northern Auckland Zone
0362000,Main urban area,Northern Auckland Zone
0362100,Main urban area,Northern Auckland Zone
0362200,Main urban area,Northern Auckland Zone
0362300,Main urban area,Northern Auckland Zone
0362400,Main urban area,Northern Auckland Zone
0362501,Main urban area,Northern Auckland Zone
0362502,Main urban area,Northern Auckland Zone
0362600,Main urban area,Northern Auckland Zone
0362701,Main urban area,Northern Auckland Zone
0362702,Main urban area,Northern Auckland Zone
0362800,Main urban area,Northern Auckland Zone
0362900,Main urban area,Northern Auckland Zone
0363001,Main urban area,Northern Auckland Zone
0363002,Main urban area,Northern Auckland Zone
0363003,Main urban area,Northern Auckland Zone
0363100,Main urban area,Northern Auckland Zone
0363200,Main urban area,Northern Auckland Zone
0363301,Main urban area,Northern Auckland Zone
0363302,Main urban area,Northern Auckland Zone
0363400,Main urban area,Northern Auckland Zone
0363501,Main urban area,Northern Auckland Zone
0363502,Main urban area,Northern Auckland Zone
0363600,Main urban area,Northern Auckland Zone
0363700,Main urban area,Northern Auckland Zone
0363800,Main urban area,Northern Auckland Zone
0363901,Main urban area,Northern Auckland Zone
0363902,Main urban area,Northern Auckland Zone
0364001,Main urban area,Northern Auckland Zone
0364002,Main urban area,Northern Auckland Zone
0364100,Main urban area,Northern Auckland Zone
0364200,Main urban area,Northern Auckland Zone
0364300,Main urban area,Northern Auckland Zone
0364401,Main urban area,Northern Auckland Zone
0364402,Main urban area,Northern Auckland Zone
0364500,Main urban area,Northern Auckland Zone
0364601,Main urban area,Northern Auckland Zone
0364602,Main urban area,Northern Auckland Zone
0364700,Main urban area,Northern Auckland Zone
0364800,Main urban area,Northern Auckland Zone
0364900,Main urban area,Northern Auckland Zone
0365000,Main urban area,Northern Auckland Zone
0365100,Main urban area,Northern Auckland Zone
0365200,Main urban area,Northern Auckland Zone
0365300,Main urban area,Northern Auckland Zone
0365400,Main urban area,Northern Auckland Zone
0365500,Main urban area,Northern Auckland Zone
0365600,Main urban area,Northern Auckland Zone
0365700,Main urban area,Northern Auckland Zone
0365800,Main urban area,Northern Auckland Zone
0365900,Main urban area,Northern Auckland Zone
0366000,Main urban area,Northern Auckland Zone
0366100,Main urban area,Northern Auckland Zone
0366201,Main urban area,Northern Auckland Zone
0366202,Main urban area,Northern Auckland Zone
0366300,Main urban area,Northern Auckland Zone
0366401,Main urban area,Northern Auckland Zone
0366402,Main urban area,Northern Auckland Zone
0366501,Main urban area,Northern Auckland Zone
0366602,Main urban area,Northern Auckland Zone
0366700,Main urban area,Northern Auckland Zone
0366800,Main urban area,Northern Auckland Zone
0366901,Main urban area,Northern Auckland Zone
0366902,Main urban area,Northern Auckland Zone
0367000,Main urban area,Northern Auckland Zone
0367100,Main urban area,Northern Auckland Zone
0367200,Main urban area,Central Auckland Zone
0367300,Main urban area,Central Auckland Zone
0367400,Main urban area,Central Auckland Zone
0367500,Main urban area,Central Auckland Zone
0367600,Main urban area,Central Auckland Zone
0367700,Main urban area,Central Auckland Zone
0367800,Main urban area,Central Auckland Zone
0367900,Main urban area,Central Auckland Zone
0368000,Main urban area,Central Auckland Zone
0368100,Main urban area,Central Auckland Zone
0368200,Main urban area,Central Auckland Zone
0368300,Main urban area,Central Auckland Zone
0368400,Main urban area,Central Auckland Zone
0368500,Main urban area,Central Auckland Zone
0368601,Main urban area,Central Auckland Zone
0368602,Main urban area,Central Auckland Zone
0368700,Main urban area,Central Auckland Zone
0368800,Main urban area,Central Auckland Zone
0368900,Main urban area,Central Auckland Zone
0369000,Main urban area,Central Auckland Zone
0369101,Main urban area,Central Auckland Zone
0369102,Main urban area,Central Auckland Zone
0369103,Main urban area,Central Auckland Zone
0369200,Main urban area,Central Auckland Zone
0369300,Main urban area,Central Auckland Zone
0369400,Main urban area,Central Auckland Zone
0369501,Main urban area,Central Auckland Zone
0369502,Main urban area,Central Auckland Zone
0369600,Main urban area,Central Auckland Zone
0369701,Main urban area,Central Auckland Zone
0369702,Main urban area,Central Auckland Zone
0369800,Main urban area,Central Auckland Zone
0369900,Main urban area,Central Auckland Zone
0370000,Main urban area,Central Auckland Zone
0370100,Main urban area,Central Auckland Zone
0370200,Main urban area,Central Auckland Zone
0370300,Main urban area,Central Auckland Zone
0370400,Main urban area,Central Auckland Zone
0370500,Main urban area,Central Auckland Zone
0370600,Main urban area,Central Auckland Zone
0370700,Main urban area,Central Auckland Zone
0370800,Main urban area,Central Auckland Zone
0370900,Main urban area,Central Auckland Zone
0371001,Main urban area,Central Auckland Zone
0371002,Main urban area,Central Auckland Zone
0371100,Main urban area,Central Auckland Zone
0371201,Main urban area,Central Auckland Zone
0371202,Main urban area,Central Auckland Zone
0371300,Main urban area,Central Auckland Zone
0371400,Main urban area,Central Auckland Zone
0371501,Main urban area,Central Auckland Zone
0371502,Main urban area,Central Auckland Zone
0371600,Main urban area,Central Auckland Zone
0371700,Main urban area,Central Auckland Zone
0371800,Main urban area,Central Auckland Zone
0371900,Main urban area,Central Auckland Zone
0372000,Main urban area,Central Auckland Zone
0372101,Main urban area,Central Auckland Zone
0372102,Main urban area,Central Auckland Zone
0372103,Main urban area,Central Auckland Zone
0372104,Main urban area,Central Auckland Zone
0372200,Main urban area,Central Auckland Zone
0372300,Main urban area,Central Auckland Zone
0372400,Main urban area,Central Auckland Zone
0372500,Main urban area,Central Auckland Zone
0372600,Main urban area,Central Auckland Zone
0372700,Main urban area,Central Auckland Zone
0372800,Main urban area,Central Auckland Zone
0372900,Main urban area,Central Auckland Zone
0373001,Main urban area,Central Auckland Zone
0373002,Main urban area,Central Auckland Zone
0373100,Main urban area,Central Auckland Zone
0373200,Main urban area,Central Auckland Zone
0373300,Main urban area,Central Auckland Zone
0373400,Main urban area,Central Auckland Zone
0373500,Main urban area,Central Auckland Zone
0373600,Main urban area,Central Auckland Zone
0373700,Main urban area,Central Auckland Zone
0373800,Main urban area,Central Auckland Zone
0373900,Main urban area,Central Auckland Zone
0374000,Main urban area,Central Auckland Zone
0374101,Main urban area,Central Auckland Zone
0374102,Main urban area,Central Auckland Zone
0374200,Main urban area,Central Auckland Zone
0374300,Main urban area,Central Auckland Zone
0374400,Main urban area,Central Auckland Zone
0374500,Main urban area,Central Auckland Zone
0374600,Main urban area,Central Auckland Zone
0374700,Main urban area,Central Auckland Zone
0374800,Main urban area,Central Auckland Zone
0374900,Main urban area,Central Auckland Zone
0375000,Main urban area,Central Auckland Zone
0375100,Main urban area,Central Auckland Zone
0375200,Main urban area,Central Auckland Zone
0375300,Main urban area,Central Auckland Zone
0375400,Main urban area,Central Auckland Zone
0375500,Main urban area,Central Auckland Zone
0375600,Main urban area,Central Auckland Zone
0375700,Main urban area,Central Auckland Zone
0375800,Main urban area,Central Auckland Zone
0375900,Main urban area,Central Auckland Zone
0376000,Main urban area,Central Auckland Zone
0376101,Main urban area,Central Auckland Zone
0376102,Main urban area,Central Auckland Zone
0376200,Main urban area,Central Auckland Zone
0376300,Main urban area,Central Auckland Zone
0376400,Main urban area,Central Auckland Zone
0376500,Main urban area,Central Auckland Zone
0376600,Main urban area,Central Auckland Zone
0376700,Main urban area,Central Auckland Zone
0376800,Main urban area,Central Auckland Zone
0376900,Main urban area,Central Auckland Zone
0377000,Main urban area,Central Auckland Zone
0377100,Main urban area,Central Auckland Zone
0377200,Main urban area,Central Auckland Zone
0377300,Main urban area,Central Auckland Zone
0377400,Main urban area,Central Auckland Zone
0377500,Main urban area,Central Auckland Zone
0377600,Main urban area,Central Auckland Zone
0377700,Main urban area,Central Auckland Zone
0377800,Main urban area,Central Auckland Zone
0377901,Main urban area,Central Auckland Zone
0377902,Main urban area,Central Auckland Zone
0378000,Main urban area,Central Auckland Zone
0378100,Main urban area,Central Auckland Zone
0378200,Main urban area,Central Auckland Zone
0378300,Main urban area,Central Auckland Zone
0378400,Main urban area,Central Auckland Zone
0378500,Main urban area,Central Auckland Zone
0378600,Main urban area,Central Auckland Zone
0378700,Main urban area,Central Auckland Zone
0378800,Main urban area,Central Auckland Zone
0378901,Main urban area,Central Auckland Zone
0378902,Main urban area,Central Auckland Zone
0379000,Main urban area,Central Auckland Zone
0379100,Main urban area,Central Auckland Zone
0379200,Main urban area,Central Auckland Zone
0379300,Main urban area,Central Auckland Zone
0379400,Main urban area,Central Auckland Zone
0379500,Main urban area,Central Auckland Zone
0379600,Main urban area,Central Auckland Zone
0379700,Main urban area,Central Auckland Zone
0379800,Main urban area,Central Auckland Zone
0379900,Main urban area,Central Auckland Zone
0380000,Main urban area,Central Auckland Zone
0380100,Main urban area,Central Auckland Zone
0380200,Main urban area,Central Auckland Zone
0380300,Main urban area,Central Auckland Zone
0380400,Main urban area,Central Auckland Zone
0380501,Main urban area,Central Auckland Zone
0380502,Main urban area,Central Auckland Zone
0380600,Main urban area,Central Auckland Zone
0380700,Main urban area,Central Auckland Zone
0380800,Main urban area,Central Auckland Zone
0380900,Main urban area,Central Auckland Zone
0381000,Main urban area,Central Auckland Zone
0381100,Main urban area,Central Auckland Zone
0381200,Main urban area,Central Auckland Zone
0381301,Main urban area,Central Auckland Zone
0381302,Main urban area,Central Auckland Zone
0381400,Main urban area,Central Auckland Zone
0381500,Main urban area,Central Auckland Zone
0381600,Main urban area,Central Auckland Zone
0381700,Main urban area,Central Auckland Zone
0381800,Main urban area,Central Auckland Zone
0381900,Main urban area,Central Auckland Zone
0382000,Main urban area,Central Auckland Zone
0382100,Main urban area,Central Auckland Zone
0382200,Main urban area,Central Auckland Zone
0382300,Main urban area,Central Auckland Zone
0382400,Main urban area,Central Auckland Zone
0382500,Main urban area,Central Auckland Zone
0382600,Main urban area,Central Auckland Zone
0382700,Main urban area,Central Auckland Zone
0382800,Main urban area,Central Auckland Zone
0382900,Main urban area,Central Auckland Zone
0383000,Main urban area,Central Auckland Zone
0383100,Main urban area,Central Auckland Zone
0383200,Main urban area,Central Auckland Zone
0383300,Main urban area,Central Auckland Zone
0383400,Main urban area,Central Auckland Zone
0383500,Main urban area,Central Auckland Zone
0383600,Main urban area,Central Auckland Zone
0383700,Main urban area,Central Auckland Zone
0383801,Main urban area,Central Auckland Zone
0383802,Main urban area,Central Auckland Zone
0383900,Main urban area,Central Auckland Zone
0384000,Main urban area,Central Auckland Zone
0384100,Main urban area,Central Auckland Zone
0384200,Main urban area,Central Auckland Zone
0384300,Main urban area,Central Auckland Zone
0384400,Main urban area,Central Auckland Zone
0384500,Main urban area,Central Auckland Zone
0384600,Main urban area,Central Auckland Zone
0384701,Main urban area,Central Auckland Zone
0384702,Main urban area,Central Auckland Zone
0384800,Main urban area,Central Auckland Zone
